Epoch: [0]  [  0/176]  eta: 0:20:16  lr: 0.000034  loss: 5.4249 (5.4249)  loss_classifier: 0.6625 (0.6625)  loss_box_reg: 0.0213 (0.0213)  loss_mask: 2.6562 (2.6562)  loss_objectness: 1.6908 (1.6908)  loss_rpn_box_reg: 0.3942 (0.3942)  time: 6.9096  data: 4.6956  max mem: 6299
Epoch: [0]  [ 10/176]  eta: 0:08:06  lr: 0.000319  loss: 3.3945 (3.4545)  loss_classifier: 0.4515 (0.4395)  loss_box_reg: 0.0347 (0.0347)  loss_mask: 1.3679 (1.3518)  loss_objectness: 1.1644 (1.2899)  loss_rpn_box_reg: 0.3942 (0.3386)  time: 2.9310  data: 0.8940  max mem: 6808
Epoch: [0]  [ 20/176]  eta: 0:06:49  lr: 0.000604  loss: 1.4589 (2.4112)  loss_classifier: 0.1252 (0.2740)  loss_box_reg: 0.0476 (0.0432)  loss_mask: 0.4094 (0.9098)  loss_objectness: 0.4224 (0.8533)  loss_rpn_box_reg: 0.2338 (0.3308)  time: 2.4124  data: 0.3886  max mem: 6809
Epoch: [0]  [ 30/176]  eta: 0:06:18  lr: 0.000890  loss: 0.9301 (1.8995)  loss_classifier: 0.0840 (0.2182)  loss_box_reg: 0.0504 (0.0463)  loss_mask: 0.3380 (0.7142)  loss_objectness: 0.1786 (0.6275)  loss_rpn_box_reg: 0.2207 (0.2933)  time: 2.4034  data: 0.2879  max mem: 7564
Epoch: [0]  [ 40/176]  eta: 0:05:44  lr: 0.001175  loss: 0.6860 (1.6057)  loss_classifier: 0.0652 (0.1797)  loss_box_reg: 0.0315 (0.0426)  loss_mask: 0.3087 (0.6181)  loss_objectness: 0.0991 (0.4985)  loss_rpn_box_reg: 0.1791 (0.2668)  time: 2.4415  data: 0.3014  max mem: 7564
Epoch: [0]  [ 50/176]  eta: 0:05:15  lr: 0.001461  loss: 0.6860 (1.4247)  loss_classifier: 0.0488 (0.1598)  loss_box_reg: 0.0302 (0.0461)  loss_mask: 0.2900 (0.5463)  loss_objectness: 0.0869 (0.4223)  loss_rpn_box_reg: 0.1711 (0.2502)  time: 2.3791  data: 0.2941  max mem: 7564
Epoch: [0]  [ 60/176]  eta: 0:04:47  lr: 0.001746  loss: 0.6652 (1.2894)  loss_classifier: 0.0610 (0.1447)  loss_box_reg: 0.0452 (0.0485)  loss_mask: 0.2211 (0.4919)  loss_objectness: 0.0699 (0.3678)  loss_rpn_box_reg: 0.1604 (0.2366)  time: 2.3552  data: 0.2918  max mem: 7564
Epoch: [0]  [ 70/176]  eta: 0:04:20  lr: 0.002032  loss: 0.5716 (1.1965)  loss_classifier: 0.0611 (0.1332)  loss_box_reg: 0.0540 (0.0500)  loss_mask: 0.1787 (0.4539)  loss_objectness: 0.0536 (0.3262)  loss_rpn_box_reg: 0.1434 (0.2333)  time: 2.3374  data: 0.2828  max mem: 7564
Epoch: [0]  [ 80/176]  eta: 0:03:53  lr: 0.002317  loss: 0.5276 (1.1065)  loss_classifier: 0.0501 (0.1220)  loss_box_reg: 0.0506 (0.0500)  loss_mask: 0.1872 (0.4239)  loss_objectness: 0.0436 (0.2909)  loss_rpn_box_reg: 0.1270 (0.2196)  time: 2.3106  data: 0.2805  max mem: 7564
Epoch: [0]  [ 90/176]  eta: 0:03:29  lr: 0.002602  loss: 0.5084 (1.0544)  loss_classifier: 0.0390 (0.1135)  loss_box_reg: 0.0458 (0.0500)  loss_mask: 0.1748 (0.3978)  loss_objectness: 0.0549 (0.2782)  loss_rpn_box_reg: 0.1476 (0.2150)  time: 2.3476  data: 0.2919  max mem: 7564
Epoch: [0]  [100/176]  eta: 0:03:04  lr: 0.002888  loss: 0.5098 (0.9978)  loss_classifier: 0.0383 (0.1058)  loss_box_reg: 0.0430 (0.0494)  loss_mask: 0.1688 (0.3778)  loss_objectness: 0.0971 (0.2588)  loss_rpn_box_reg: 0.1476 (0.2060)  time: 2.3834  data: 0.2947  max mem: 7564
Epoch: [0]  [110/176]  eta: 0:02:39  lr: 0.003173  loss: 0.5134 (0.9654)  loss_classifier: 0.0382 (0.1001)  loss_box_reg: 0.0466 (0.0493)  loss_mask: 0.1763 (0.3654)  loss_objectness: 0.0744 (0.2475)  loss_rpn_box_reg: 0.1399 (0.2031)  time: 2.3404  data: 0.2949  max mem: 7564
Epoch: [0]  [120/176]  eta: 0:02:15  lr: 0.003459  loss: 0.5590 (0.9320)  loss_classifier: 0.0408 (0.0957)  loss_box_reg: 0.0492 (0.0500)  loss_mask: 0.1915 (0.3521)  loss_objectness: 0.0579 (0.2351)  loss_rpn_box_reg: 0.1299 (0.1991)  time: 2.3541  data: 0.3007  max mem: 7564
Epoch: [0]  [130/176]  eta: 0:01:50  lr: 0.003744  loss: 0.4759 (0.9026)  loss_classifier: 0.0418 (0.0917)  loss_box_reg: 0.0555 (0.0509)  loss_mask: 0.1915 (0.3413)  loss_objectness: 0.0564 (0.2224)  loss_rpn_box_reg: 0.1058 (0.1962)  time: 2.3640  data: 0.2921  max mem: 7564
Epoch: [0]  [140/176]  eta: 0:01:26  lr: 0.004030  loss: 0.4892 (0.8777)  loss_classifier: 0.0289 (0.0872)  loss_box_reg: 0.0464 (0.0498)  loss_mask: 0.1843 (0.3330)  loss_objectness: 0.0563 (0.2127)  loss_rpn_box_reg: 0.1058 (0.1951)  time: 2.3069  data: 0.2823  max mem: 7564
Epoch: [0]  [150/176]  eta: 0:01:02  lr: 0.004315  loss: 0.4892 (0.8534)  loss_classifier: 0.0344 (0.0845)  loss_box_reg: 0.0464 (0.0502)  loss_mask: 0.1738 (0.3227)  loss_objectness: 0.0563 (0.2022)  loss_rpn_box_reg: 0.1395 (0.1938)  time: 2.3383  data: 0.2880  max mem: 7564
Epoch: [0]  [160/176]  eta: 0:00:38  lr: 0.004600  loss: 0.4823 (0.8308)  loss_classifier: 0.0421 (0.0815)  loss_box_reg: 0.0461 (0.0502)  loss_mask: 0.1650 (0.3156)  loss_objectness: 0.0482 (0.1939)  loss_rpn_box_reg: 0.1395 (0.1896)  time: 2.3883  data: 0.2950  max mem: 7564
Epoch: [0]  [170/176]  eta: 0:00:14  lr: 0.004886  loss: 0.4726 (0.8098)  loss_classifier: 0.0352 (0.0792)  loss_box_reg: 0.0461 (0.0510)  loss_mask: 0.1830 (0.3076)  loss_objectness: 0.0449 (0.1851)  loss_rpn_box_reg: 0.1135 (0.1868)  time: 2.4108  data: 0.3086  max mem: 7564
Epoch: [0]  [175/176]  eta: 0:00:02  lr: 0.005000  loss: 0.4823 (0.8017)  loss_classifier: 0.0352 (0.0779)  loss_box_reg: 0.0461 (0.0507)  loss_mask: 0.1830 (0.3057)  loss_objectness: 0.0435 (0.1815)  loss_rpn_box_reg: 0.1328 (0.1859)  time: 2.3476  data: 0.3028  max mem: 7564
Epoch: [0] Total time: 0:07:01 (2.3938 s / it)
Epoch: [1]  [  0/176]  eta: 0:23:32  lr: 0.005000  loss: 0.5268 (0.5268)  loss_classifier: 0.0412 (0.0412)  loss_box_reg: 0.0528 (0.0528)  loss_mask: 0.1555 (0.1555)  loss_objectness: 0.0910 (0.0910)  loss_rpn_box_reg: 0.1862 (0.1862)  time: 8.0258  data: 5.7946  max mem: 7564
Epoch: [1]  [ 10/176]  eta: 0:07:48  lr: 0.005000  loss: 0.5330 (0.5180)  loss_classifier: 0.0366 (0.0363)  loss_box_reg: 0.0393 (0.0407)  loss_mask: 0.1532 (0.1620)  loss_objectness: 0.0613 (0.0713)  loss_rpn_box_reg: 0.1862 (0.2077)  time: 2.8197  data: 0.7857  max mem: 7564
Epoch: [1]  [ 20/176]  eta: 0:06:46  lr: 0.005000  loss: 0.5215 (0.5194)  loss_classifier: 0.0347 (0.0358)  loss_box_reg: 0.0408 (0.0426)  loss_mask: 0.1840 (0.1761)  loss_objectness: 0.0483 (0.0773)  loss_rpn_box_reg: 0.1796 (0.1877)  time: 2.3362  data: 0.2847  max mem: 7564
Epoch: [1]  [ 30/176]  eta: 0:06:12  lr: 0.005000  loss: 0.5128 (0.5296)  loss_classifier: 0.0386 (0.0407)  loss_box_reg: 0.0453 (0.0457)  loss_mask: 0.1919 (0.1847)  loss_objectness: 0.0558 (0.0877)  loss_rpn_box_reg: 0.1212 (0.1708)  time: 2.3986  data: 0.2845  max mem: 7564
Epoch: [1]  [ 40/176]  eta: 0:05:40  lr: 0.005000  loss: 0.4552 (0.5047)  loss_classifier: 0.0381 (0.0402)  loss_box_reg: 0.0452 (0.0458)  loss_mask: 0.1826 (0.1848)  loss_objectness: 0.0558 (0.0776)  loss_rpn_box_reg: 0.1006 (0.1563)  time: 2.3938  data: 0.2867  max mem: 7564
